mun_id;ano;Valor;Sexo;faixa_id
3514007;2021;236;Mulheres;55 a 59
3514106;2021;766;Mulheres;55 a 59
3514205;2021;71;Mulheres;55 a 59
3514304;2021;267;Mulheres;55 a 59
3514403;2021;1.594;Mulheres;55 a 59
3514502;2021;422;Mulheres;55 a 59
3514601;2021;263;Mulheres;55 a 59
3514700;2021;223;Mulheres;55 a 59
3514809;2021;373;Mulheres;55 a 59
3514908;2021;453;Mulheres;55 a 59
3514924;2021;97;Mulheres;55 a 59
3514957;2021;85;Mulheres;55 a 59
3515004;2021;7.217;Mulheres;55 a 59
3515103;2021;1.933;Mulheres;55 a 59
3515129;2021;106;Mulheres;55 a 59
3515152;2021;454;Mulheres;55 a 59
3515186;2021;1.443;Mulheres;55 a 59
3515194;2021;141;Mulheres;55 a 59
3515202;2021;285;Mulheres;55 a 59
3515301;2021;91;Mulheres;55 a 59
3515350;2021;299;Mulheres;55 a 59
3515400;2021;520;Mulheres;55 a 59
3515509;2021;2.429;Mulheres;55 a 59
3515608;2021;174;Mulheres;55 a 59
3515657;2021;48;Mulheres;55 a 59
3515707;2021;5.401;Mulheres;55 a 59
3515806;2021;64;Mulheres;55 a 59
3515905;2021;121;Mulheres;55 a 59
3516002;2021;346;Mulheres;55 a 59
3516101;2021;95;Mulheres;55 a 59
3516200;2021;11.089;Mulheres;55 a 59
3516309;2021;4.549;Mulheres;55 a 59
3516408;2021;3.748;Mulheres;55 a 59
3516507;2021;110;Mulheres;55 a 59
3516606;2021;201;Mulheres;55 a 59
3516705;2021;1.381;Mulheres;55 a 59
3516804;2021;120;Mulheres;55 a 59
3516853;2021;126;Mulheres;55 a 59
3516903;2021;413;Mulheres;55 a 59
3517000;2021;286;Mulheres;55 a 59
3517109;2021;151;Mulheres;55 a 59
3517208;2021;340;Mulheres;55 a 59
3517307;2021;171;Mulheres;55 a 59
3517406;2021;1.262;Mulheres;55 a 59
3517505;2021;631;Mulheres;55 a 59
3517604;2021;540;Mulheres;55 a 59
3517703;2021;563;Mulheres;55 a 59
3517802;2021;306;Mulheres;55 a 59
3517901;2021;289;Mulheres;55 a 59
3518008;2021;78;Mulheres;55 a 59
3518107;2021;177;Mulheres;55 a 59
3518206;2021;1.137;Mulheres;55 a 59
3518305;2021;851;Mulheres;55 a 59
3518404;2021;4.113;Mulheres;55 a 59
3518503;2021;348;Mulheres;55 a 59
3518602;2021;1.123;Mulheres;55 a 59
3518701;2021;9.637;Mulheres;55 a 59
3518800;2021;39.205;Mulheres;55 a 59
3518859;2021;181;Mulheres;55 a 59
3518909;2021;147;Mulheres;55 a 59
3519006;2021;288;Mulheres;55 a 59
3519055;2021;406;Mulheres;55 a 59
3519071;2021;6.542;Mulheres;55 a 59
3519105;2021;309;Mulheres;55 a 59
3519204;2021;217;Mulheres;55 a 59
3519253;2021;134;Mulheres;55 a 59
3519303;2021;985;Mulheres;55 a 59
3519402;2021;363;Mulheres;55 a 59
3519501;2021;218;Mulheres;55 a 59
3519600;2021;1.947;Mulheres;55 a 59
3519709;2021;2.114;Mulheres;55 a 59
3519808;2021;226;Mulheres;55 a 59
3519907;2021;270;Mulheres;55 a 59
3520004;2021;801;Mulheres;55 a 59
3520103;2021;917;Mulheres;55 a 59
3520202;2021;263;Mulheres;55 a 59
3520301;2021;916;Mulheres;55 a 59
3520400;2021;890;Mulheres;55 a 59
3520426;2021;348;Mulheres;55 a 59
3520442;2021;956;Mulheres;55 a 59
3520509;2021;7.453;Mulheres;55 a 59
3520608;2021;143;Mulheres;55 a 59
3520707;2021;124;Mulheres;55 a 59
3520806;2021;130;Mulheres;55 a 59
3520905;2021;440;Mulheres;55 a 59
3521002;2021;849;Mulheres;55 a 59
3521101;2021;181;Mulheres;55 a 59
3521150;2021;169;Mulheres;55 a 59
3521200;2021;105;Mulheres;55 a 59
3521309;2021;427;Mulheres;55 a 59
3521408;2021;744;Mulheres;55 a 59
3521507;2021;230;Mulheres;55 a 59
3521606;2021;218;Mulheres;55 a 59
3521705;2021;540;Mulheres;55 a 59
3521804;2021;697;Mulheres;55 a 59
3521903;2021;494;Mulheres;55 a 59
3522000;2021;100;Mulheres;55 a 59
3522109;2021;2.745;Mulheres;55 a 59
3522158;2021;83;Mulheres;55 a 59
3522208;2021;4.556;Mulheres;55 a 59
3522307;2021;4.498;Mulheres;55 a 59
3522406;2021;2.714;Mulheres;55 a 59
3522505;2021;5.933;Mulheres;55 a 59
3522604;2021;2.416;Mulheres;55 a 59
3522653;2021;87;Mulheres;55 a 59
3522703;2021;1.381;Mulheres;55 a 59
3522802;2021;445;Mulheres;55 a 59
3522901;2021;389;Mulheres;55 a 59
3523008;2021;143;Mulheres;55 a 59
3523107;2021;9.837;Mulheres;55 a 59
3523206;2021;1.477;Mulheres;55 a 59
3523305;2021;402;Mulheres;55 a 59
3523404;2021;3.666;Mulheres;55 a 59
3523503;2021;506;Mulheres;55 a 59
3523602;2021;415;Mulheres;55 a 59
3523701;2021;167;Mulheres;55 a 59
3523800;2021;226;Mulheres;55 a 59
3523909;2021;5.281;Mulheres;55 a 59
3524006;2021;1.516;Mulheres;55 a 59
3524105;2021;1.333;Mulheres;55 a 59
3524204;2021;208;Mulheres;55 a 59
3524303;2021;2.421;Mulheres;55 a 59
3524402;2021;7.393;Mulheres;55 a 59
3524501;2021;218;Mulheres;55 a 59
3524600;2021;500;Mulheres;55 a 59
3524709;2021;1.570;Mulheres;55 a 59
3524808;2021;1.782;Mulheres;55 a 59
3524907;2021;178;Mulheres;55 a 59
3525003;2021;3.487;Mulheres;55 a 59
3525102;2021;1.168;Mulheres;55 a 59
3525201;2021;764;Mulheres;55 a 59
3525300;2021;4.692;Mulheres;55 a 59
3525409;2021;85;Mulheres;55 a 59
3525508;2021;401;Mulheres;55 a 59
3525607;2021;137;Mulheres;55 a 59
3525706;2021;1.142;Mulheres;55 a 59
3525805;2021;129;Mulheres;55 a 59
3525854;2021;84;Mulheres;55 a 59
3525904;2021;13.476;Mulheres;55 a 59
3526001;2021;626;Mulheres;55 a 59
3526100;2021;541;Mulheres;55 a 59
3526209;2021;831;Mulheres;55 a 59
3526308;2021;158;Mulheres;55 a 59
3526407;2021;843;Mulheres;55 a 59
3526506;2021;176;Mulheres;55 a 59
3526605;2021;203;Mulheres;55 a 59
3526704;2021;2.946;Mulheres;55 a 59
3526803;2021;2.060;Mulheres;55 a 59
3526902;2021;9.891;Mulheres;55 a 59
3527009;2021;245;Mulheres;55 a 59
3527108;2021;2.583;Mulheres;55 a 59
3527207;2021;2.806;Mulheres;55 a 59
3527256;2021;72;Mulheres;55 a 59
3527306;2021;1.205;Mulheres;55 a 59
3527405;2021;649;Mulheres;55 a 59
3527504;2021;38;Mulheres;55 a 59
3527603;2021;373;Mulheres;55 a 59
3527702;2021;180;Mulheres;55 a 59
3527801;2021;128;Mulheres;55 a 59
3527900;2021;82;Mulheres;55 a 59
3528007;2021;564;Mulheres;55 a 59
3528106;2021;273;Mulheres;55 a 59
3528205;2021;126;Mulheres;55 a 59
3528304;2021;116;Mulheres;55 a 59
3528403;2021;1.448;Mulheres;55 a 59
3528502;2021;2.921;Mulheres;55 a 59
3528601;2021;310;Mulheres;55 a 59
3528700;2021;134;Mulheres;55 a 59
3528809;2021;437;Mulheres;55 a 59
3528858;2021;92;Mulheres;55 a 59
3528908;2021;136;Mulheres;55 a 59
3529005;2021;7.842;Mulheres;55 a 59
3529104;2021;67;Mulheres;55 a 59
3529203;2021;834;Mulheres;55 a 59
3529302;2021;2.744;Mulheres;55 a 59
3529401;2021;13.875;Mulheres;55 a 59
3529500;2021;172;Mulheres;55 a 59
3529609;2021;146;Mulheres;55 a 59
3529658;2021;63;Mulheres;55 a 59
3529708;2021;629;Mulheres;55 a 59
3529807;2021;384;Mulheres;55 a 59
3529906;2021;543;Mulheres;55 a 59
3530003;2021;84;Mulheres;55 a 59
3530102;2021;940;Mulheres;55 a 59
3530201;2021;584;Mulheres;55 a 59
3530300;2021;1.970;Mulheres;55 a 59
3530409;2021;137;Mulheres;55 a 59
3530508;2021;2.209;Mulheres;55 a 59
3530607;2021;13.366;Mulheres;55 a 59
3530706;2021;4.862;Mulheres;55 a 59
3530805;2021;3.140;Mulheres;55 a 59
3530904;2021;104;Mulheres;55 a 59
3531001;2021;92;Mulheres;55 a 59
3531100;2021;1.526;Mulheres;55 a 59
3531209;2021;258;Mulheres;55 a 59
3531308;2021;1.642;Mulheres;55 a 59
3531407;2021;756;Mulheres;55 a 59
3531506;2021;627;Mulheres;55 a 59
3531605;2021;137;Mulheres;55 a 59
3531704;2021;140;Mulheres;55 a 59
3531803;2021;1.549;Mulheres;55 a 59
3531902;2021;846;Mulheres;55 a 59
3532009;2021;369;Mulheres;55 a 59
3532058;2021;148;Mulheres;55 a 59
3532108;2021;156;Mulheres;55 a 59
3532157;2021;75;Mulheres;55 a 59
3532207;2021;123;Mulheres;55 a 59
3532306;2021;196;Mulheres;55 a 59
3532405;2021;502;Mulheres;55 a 59
3532504;2021;315;Mulheres;55 a 59
3532603;2021;398;Mulheres;55 a 59
3532702;2021;133;Mulheres;55 a 59
3532801;2021;214;Mulheres;55 a 59
3532827;2021;235;Mulheres;55 a 59
3532843;2021;72;Mulheres;55 a 59
3532868;2021;34;Mulheres;55 a 59
3532900;2021;298;Mulheres;55 a 59
3533007;2021;628;Mulheres;55 a 59
3533106;2021;80;Mulheres;55 a 59
3533205;2021;101;Mulheres;55 a 59
3533254;2021;99;Mulheres;55 a 59
3533304;2021;110;Mulheres;55 a 59
3533403;2021;1.861;Mulheres;55 a 59
3533502;2021;1.257;Mulheres;55 a 59
3533601;2021;234;Mulheres;55 a 59
3533700;2021;136;Mulheres;55 a 59
3533809;2021;90;Mulheres;55 a 59
3533908;2021;1.664;Mulheres;55 a 59
3534005;2021;119;Mulheres;55 a 59
3534104;2021;247;Mulheres;55 a 59
3534203;2021;158;Mulheres;55 a 59
3534302;2021;1.415;Mulheres;55 a 59
3534401;2021;21.213;Mulheres;55 a 59
3534500;2021;93;Mulheres;55 a 59
3534609;2021;1.091;Mulheres;55 a 59
3534708;2021;3.635;Mulheres;55 a 59
3534757;2021;304;Mulheres;55 a 59
3534807;2021;255;Mulheres;55 a 59
3534906;2021;386;Mulheres;55 a 59
3535002;2021;386;Mulheres;55 a 59
3535101;2021;283;Mulheres;55 a 59
3535200;2021;329;Mulheres;55 a 59
3535309;2021;727;Mulheres;55 a 59
3535408;2021;409;Mulheres;55 a 59
3535507;2021;1.358;Mulheres;55 a 59
3535606;2021;527;Mulheres;55 a 59
3535705;2021;189;Mulheres;55 a 59
3535804;2021;571;Mulheres;55 a 59
3535903;2021;118;Mulheres;55 a 59
3536000;2021;379;Mulheres;55 a 59
3536109;2021;152;Mulheres;55 a 59
3536208;2021;553;Mulheres;55 a 59
3536257;2021;70;Mulheres;55 a 59
3536307;2021;391;Mulheres;55 a 59
3536406;2021;192;Mulheres;55 a 59
3536505;2021;3.139;Mulheres;55 a 59
3536570;2021;53;Mulheres;55 a 59
3536604;2021;286;Mulheres;55 a 59
3536703;2021;1.336;Mulheres;55 a 59
3536802;2021;158;Mulheres;55 a 59
3536901;2021;79;Mulheres;55 a 59
3537008;2021;481;Mulheres;55 a 59
3537107;2021;1.507;Mulheres;55 a 59
3537156;2021;115;Mulheres;55 a 59
3537206;2021;288;Mulheres;55 a 59
3537305;2021;2.089;Mulheres;55 a 59
3537404;2021;865;Mulheres;55 a 59
3537503;2021;238;Mulheres;55 a 59
3537602;2021;1.799;Mulheres;55 a 59
3537701;2021;181;Mulheres;55 a 59
3537800;2021;1.641;Mulheres;55 a 59
3537909;2021;783;Mulheres;55 a 59
3538006;2021;4.971;Mulheres;55 a 59
3538105;2021;472;Mulheres;55 a 59
3538204;2021;425;Mulheres;55 a 59
3538303;2021;131;Mulheres;55 a 59
3538501;2021;534;Mulheres;55 a 59
3538600;2021;792;Mulheres;55 a 59
3538709;2021;12.641;Mulheres;55 a 59
3538808;2021;993;Mulheres;55 a 59
3538907;2021;671;Mulheres;55 a 59
3539004;2021;355;Mulheres;55 a 59
3539103;2021;471;Mulheres;55 a 59
3539202;2021;867;Mulheres;55 a 59
3539301;2021;2.564;Mulheres;55 a 59
3539400;2021;416;Mulheres;55 a 59
3539509;2021;1.026;Mulheres;55 a 59
3539608;2021;160;Mulheres;55 a 59
3539707;2021;93;Mulheres;55 a 59
3539806;2021;3.554;Mulheres;55 a 59
3539905;2021;174;Mulheres;55 a 59
3540002;2021;702;Mulheres;55 a 59
3540101;2021;123;Mulheres;55 a 59
3540200;2021;1.112;Mulheres;55 a 59
3540259;2021;115;Mulheres;55 a 59
3540309;2021;97;Mulheres;55 a 59
3540408;2021;137;Mulheres;55 a 59
3540507;2021;268;Mulheres;55 a 59
3540606;2021;1.652;Mulheres;55 a 59
3540705;2021;1.772;Mulheres;55 a 59
3540754;2021;503;Mulheres;55 a 59
3540804;2021;567;Mulheres;55 a 59
3540853;2021;38;Mulheres;55 a 59
3540903;2021;557;Mulheres;55 a 59
3541000;2021;8.934;Mulheres;55 a 59
3541059;2021;138;Mulheres;55 a 59
3541109;2021;134;Mulheres;55 a 59
3541208;2021;519;Mulheres;55 a 59
3541307;2021;1.403;Mulheres;55 a 59
3541406;2021;7.879;Mulheres;55 a 59
3541505;2021;1.406;Mulheres;55 a 59
3541604;2021;1.209;Mulheres;55 a 59
3541653;2021;95;Mulheres;55 a 59
3541703;2021;401;Mulheres;55 a 59
3541802;2021;83;Mulheres;55 a 59
3541901;2021;337;Mulheres;55 a 59
3542008;2021;181;Mulheres;55 a 59
3542107;2021;279;Mulheres;55 a 59
3542206;2021;1.035;Mulheres;55 a 59
3542305;2021;117;Mulheres;55 a 59
3542404;2021;688;Mulheres;55 a 59
3542503;2021;156;Mulheres;55 a 59
3542602;2021;1.677;Mulheres;55 a 59
3542701;2021;199;Mulheres;55 a 59
3542800;2021;89;Mulheres;55 a 59
3542909;2021;345;Mulheres;55 a 59
3543006;2021;428;Mulheres;55 a 59
3543105;2021;124;Mulheres;55 a 59
3543204;2021;140;Mulheres;55 a 59
3543238;2021;77;Mulheres;55 a 59
3543253;2021;209;Mulheres;55 a 59
3543303;2021;3.969;Mulheres;55 a 59
3543402;2021;21.717;Mulheres;55 a 59
3543501;2021;184;Mulheres;55 a 59
3543600;2021;113;Mulheres;55 a 59
3543709;2021;292;Mulheres;55 a 59
3543808;2021;320;Mulheres;55 a 59
3543907;2021;6.555;Mulheres;55 a 59
3544004;2021;929;Mulheres;55 a 59
3544103;2021;1.374;Mulheres;55 a 59
3544202;2021;274;Mulheres;55 a 59
3544251;2021;653;Mulheres;55 a 59
3544301;2021;290;Mulheres;55 a 59
3544400;2021;90;Mulheres;55 a 59
3544509;2021;114;Mulheres;55 a 59
3544608;2021;168;Mulheres;55 a 59
3544707;2021;61;Mulheres;55 a 59
3544806;2021;186;Mulheres;55 a 59
3544905;2021;362;Mulheres;55 a 59
3545001;2021;484;Mulheres;55 a 59
3545100;2021;141;Mulheres;55 a 59
3545159;2021;242;Mulheres;55 a 59
3545209;2021;3.859;Mulheres;55 a 59
3545308;2021;1.301;Mulheres;55 a 59
3545407;2021;275;Mulheres;55 a 59
3545506;2021;126;Mulheres;55 a 59
3545605;2021;439;Mulheres;55 a 59
3545704;2021;184;Mulheres;55 a 59
3545803;2021;6.702;Mulheres;55 a 59
3546009;2021;458;Mulheres;55 a 59
3546108;2021;67;Mulheres;55 a 59
3546207;2021;142;Mulheres;55 a 59
3546256;2021;55;Mulheres;55 a 59
3546306;2021;936;Mulheres;55 a 59
3546405;2021;1.490;Mulheres;55 a 59
3546504;2021;161;Mulheres;55 a 59
3546603;2021;1.069;Mulheres;55 a 59
3546702;2021;643;Mulheres;55 a 59
3546801;2021;1.641;Mulheres;55 a 59
3546900;2021;240;Mulheres;55 a 59
3547007;2021;176;Mulheres;55 a 59
3547106;2021;91;Mulheres;55 a 59
3547205;2021;64;Mulheres;55 a 59
3547304;2021;4.046;Mulheres;55 a 59
3547403;2021;88;Mulheres;55 a 59
3547502;2021;948;Mulheres;55 a 59
3547601;2021;847;Mulheres;55 a 59
3547650;2021;48;Mulheres;55 a 59
3547700;2021;757;Mulheres;55 a 59
3547809;2021;23.914;Mulheres;55 a 59
3547908;2021;194;Mulheres;55 a 59
3548005;2021;648;Mulheres;55 a 59
3548054;2021;266;Mulheres;55 a 59
3548104;2021;184;Mulheres;55 a 59
3548203;2021;216;Mulheres;55 a 59
3548302;2021;98;Mulheres;55 a 59
3548401;2021;121;Mulheres;55 a 59
3548500;2021;15.914;Mulheres;55 a 59
3548609;2021;366;Mulheres;55 a 59
3548708;2021;27.047;Mulheres;55 a 59
3548807;2021;6.142;Mulheres;55 a 59
3548906;2021;7.996;Mulheres;55 a 59
3549003;2021;89;Mulheres;55 a 59
3549102;2021;3.167;Mulheres;55 a 59
3549201;2021;102;Mulheres;55 a 59
3549250;2021;60;Mulheres;55 a 59
3549300;2021;65;Mulheres;55 a 59
3549409;2021;1.590;Mulheres;55 a 59
3549508;2021;228;Mulheres;55 a 59
3549607;2021;130;Mulheres;55 a 59
3549706;2021;1.780;Mulheres;55 a 59
3549805;2021;15.661;Mulheres;55 a 59
3549904;2021;22.471;Mulheres;55 a 59
3549953;2021;431;Mulheres;55 a 59
3550001;2021;332;Mulheres;55 a 59
3550100;2021;1.206;Mulheres;55 a 59
3550209;2021;894;Mulheres;55 a 59
3550308;2021;376.255;Mulheres;55 a 59
3550407;2021;1.051;Mulheres;55 a 59
3550506;2021;213;Mulheres;55 a 59
3550605;2021;2.783;Mulheres;55 a 59
3550704;2021;2.341;Mulheres;55 a 59
3550803;2021;376;Mulheres;55 a 59
3550902;2021;458;Mulheres;55 a 59
3551009;2021;11.187;Mulheres;55 a 59
3551108;2021;260;Mulheres;55 a 59
3551207;2021;101;Mulheres;55 a 59
3551306;2021;111;Mulheres;55 a 59
3551405;2021;256;Mulheres;55 a 59
3551504;2021;1.188;Mulheres;55 a 59
3551603;2021;953;Mulheres;55 a 59
3551702;2021;3.681;Mulheres;55 a 59
3551801;2021;323;Mulheres;55 a 59
3551900;2021;482;Mulheres;55 a 59
3552007;2021;164;Mulheres;55 a 59
3552106;2021;1.222;Mulheres;55 a 59
3552205;2021;20.834;Mulheres;55 a 59
3552304;2021;244;Mulheres;55 a 59
3552403;2021;7.930;Mulheres;55 a 59
3552502;2021;8.573;Mulheres;55 a 59
3552551;2021;132;Mulheres;55 a 59
3552601;2021;378;Mulheres;55 a 59
3552700;2021;474;Mulheres;55 a 59
3552809;2021;8.268;Mulheres;55 a 59
3552908;2021;210;Mulheres;55 a 59
3553005;2021;351;Mulheres;55 a 59
3553104;2021;179;Mulheres;55 a 59
3553203;2021;173;Mulheres;55 a 59
3553302;2021;748;Mulheres;55 a 59
3553401;2021;875;Mulheres;55 a 59
3553500;2021;211;Mulheres;55 a 59
3553609;2021;463;Mulheres;55 a 59
3553658;2021;85;Mulheres;55 a 59
3553708;2021;1.811;Mulheres;55 a 59
3553807;2021;754;Mulheres;55 a 59
3553856;2021;164;Mulheres;55 a 59
3553906;2021;215;Mulheres;55 a 59
3553955;2021;448;Mulheres;55 a 59
3554003;2021;3.415;Mulheres;55 a 59
3554102;2021;9.756;Mulheres;55 a 59
3554201;2021;123;Mulheres;55 a 59
3554300;2021;667;Mulheres;55 a 59
3554409;2021;267;Mulheres;55 a 59
3554508;2021;1.240;Mulheres;55 a 59
3554607;2021;93;Mulheres;55 a 59
3554656;2021;76;Mulheres;55 a 59
3554706;2021;307;Mulheres;55 a 59
3554755;2021;33;Mulheres;55 a 59
3554805;2021;1.376;Mulheres;55 a 59
3554904;2021;170;Mulheres;55 a 59
3554953;2021;180;Mulheres;55 a 59
3555000;2021;2.289;Mulheres;55 a 59
3555109;2021;519;Mulheres;55 a 59
3555208;2021;74;Mulheres;55 a 59
3555307;2021;90;Mulheres;55 a 59
3555356;2021;143;Mulheres;55 a 59
3555406;2021;2.550;Mulheres;55 a 59
3555505;2021;133;Mulheres;55 a 59
3555604;2021;315;Mulheres;55 a 59
3555703;2021;45;Mulheres;55 a 59
3555802;2021;281;Mulheres;55 a 59
3555901;2021;49;Mulheres;55 a 59
3556008;2021;477;Mulheres;55 a 59
3556107;2021;367;Mulheres;55 a 59
3556206;2021;4.334;Mulheres;55 a 59
3556305;2021;674;Mulheres;55 a 59
3556354;2021;276;Mulheres;55 a 59
3556404;2021;1.359;Mulheres;55 a 59
3556453;2021;1.487;Mulheres;55 a 59
3556503;2021;3.573;Mulheres;55 a 59
3556602;2021;352;Mulheres;55 a 59
3556701;2021;2.500;Mulheres;55 a 59
3556800;2021;579;Mulheres;55 a 59
3556909;2021;215;Mulheres;55 a 59
3556958;2021;51;Mulheres;55 a 59
3557006;2021;3.536;Mulheres;55 a 59
3557105;2021;3.206;Mulheres;55 a 59
3557154;2021;85;Mulheres;55 a 59
3557204;2021;365;Mulheres;55 a 59
3557303;2021;361;Mulheres;55 a 59
3500105;2021;1.175;Mulheres;60 a 64
3500204;2021;127;Mulheres;60 a 64
3500303;2021;899;Mulheres;60 a 64
3500402;2021;256;Mulheres;60 a 64
3500501;2021;530;Mulheres;60 a 64
3500550;2021;158;Mulheres;60 a 64
3500600;2021;105;Mulheres;60 a 64
3500709;2021;974;Mulheres;60 a 64
3500758;2021;137;Mulheres;60 a 64
3500808;2021;121;Mulheres;60 a 64
3500907;2021;87;Mulheres;60 a 64
3501004;2021;469;Mulheres;60 a 64
3501103;2021;120;Mulheres;60 a 64
3501152;2021;380;Mulheres;60 a 64
3501202;2021;131;Mulheres;60 a 64
3501301;2021;698;Mulheres;60 a 64
3501400;2021;92;Mulheres;60 a 64
3501509;2021;81;Mulheres;60 a 64
3501608;2021;7.304;Mulheres;60 a 64
3501707;2021;848;Mulheres;60 a 64
3501806;2021;187;Mulheres;60 a 64
3501905;2021;2.131;Mulheres;60 a 64
3502002;2021;132;Mulheres;60 a 64
3502101;2021;1.796;Mulheres;60 a 64
3502200;2021;608;Mulheres;60 a 64
3502309;2021;156;Mulheres;60 a 64
3502408;2021;107;Mulheres;60 a 64
3502507;2021;1.142;Mulheres;60 a 64
3502606;2021;137;Mulheres;60 a 64
3502705;2021;601;Mulheres;60 a 64
3502754;2021;400;Mulheres;60 a 64
3502804;2021;6.146;Mulheres;60 a 64
3502903;2021;855;Mulheres;60 a 64
3503000;2021;144;Mulheres;60 a 64
3503109;2021;167;Mulheres;60 a 64
3503158;2021;66;Mulheres;60 a 64
3503208;2021;7.010;Mulheres;60 a 64
3503307;2021;3.822;Mulheres;60 a 64
3503356;2021;60;Mulheres;60 a 64
3503406;2021;239;Mulheres;60 a 64
3503505;2021;90;Mulheres;60 a 64
3503604;2021;233;Mulheres;60 a 64
3503703;2021;237;Mulheres;60 a 64
3503802;2021;1.216;Mulheres;60 a 64
3503901;2021;2.137;Mulheres;60 a 64
3503950;2021;54;Mulheres;60 a 64
3504008;2021;3.161;Mulheres;60 a 64
3504107;2021;3.790;Mulheres;60 a 64
3504206;2021;438;Mulheres;60 a 64
3504305;2021;138;Mulheres;60 a 64
3504404;2021;265;Mulheres;60 a 64
3504503;2021;2.514;Mulheres;60 a 64
3504602;2021;461;Mulheres;60 a 64
3504701;2021;47;Mulheres;60 a 64
3504800;2021;259;Mulheres;60 a 64
3504909;2021;312;Mulheres;60 a 64
3505005;2021;94;Mulheres;60 a 64
3505104;2021;174;Mulheres;60 a 64
3505203;2021;996;Mulheres;60 a 64
3505302;2021;1.140;Mulheres;60 a 64
3505351;2021;123;Mulheres;60 a 64
3505401;2021;173;Mulheres;60 a 64
3505500;2021;3.576;Mulheres;60 a 64
3505609;2021;625;Mulheres;60 a 64
3505708;2021;6.183;Mulheres;60 a 64
3505807;2021;623;Mulheres;60 a 64
3505906;2021;1.815;Mulheres;60 a 64
3506003;2021;11.144;Mulheres;60 a 64
3506102;2021;2.283;Mulheres;60 a 64
3506201;2021;83;Mulheres;60 a 64
3506300;2021;304;Mulheres;60 a 64
3506359;2021;1.216;Mulheres;60 a 64
3506409;2021;250;Mulheres;60 a 64
3506508;2021;3.528;Mulheres;60 a 64
3506607;2021;685;Mulheres;60 a 64
3506706;2021;350;Mulheres;60 a 64
3506805;2021;285;Mulheres;60 a 64
3506904;2021;279;Mulheres;60 a 64
3507001;2021;1.307;Mulheres;60 a 64
3507100;2021;567;Mulheres;60 a 64
3507159;2021;71;Mulheres;60 a 64
3507209;2021;23;Mulheres;60 a 64
3507308;2021;118;Mulheres;60 a 64
3507407;2021;442;Mulheres;60 a 64
3507456;2021;55;Mulheres;60 a 64
3507506;2021;3.967;Mulheres;60 a 64
3507605;2021;4.558;Mulheres;60 a 64
3507704;2021;140;Mulheres;60 a 64
3507753;2021;69;Mulheres;60 a 64
3507803;2021;619;Mulheres;60 a 64
3507902;2021;604;Mulheres;60 a 64
3508009;2021;427;Mulheres;60 a 64
3508108;2021;479;Mulheres;60 a 64
3508207;2021;115;Mulheres;60 a 64
3508306;2021;121;Mulheres;60 a 64
3508405;2021;974;Mulheres;60 a 64
3508504;2021;2.523;Mulheres;60 a 64
3508603;2021;926;Mulheres;60 a 64
3508702;2021;502;Mulheres;60 a 64
3508801;2021;489;Mulheres;60 a 64
3508900;2021;116;Mulheres;60 a 64
3509007;2021;2.473;Mulheres;60 a 64
3509106;2021;153;Mulheres;60 a 64
3509205;2021;1.576;Mulheres;60 a 64
3509254;2021;617;Mulheres;60 a 64
3509304;2021;289;Mulheres;60 a 64
3509403;2021;654;Mulheres;60 a 64
3509452;2021;138;Mulheres;60 a 64
3509502;2021;34.311;Mulheres;60 a 64
3509601;2021;2.179;Mulheres;60 a 64
3509700;2021;1.306;Mulheres;60 a 64
3509809;2021;106;Mulheres;60 a 64
3509908;2021;317;Mulheres;60 a 64
3509957;2021;109;Mulheres;60 a 64
3510005;2021;922;Mulheres;60 a 64
3510104;2021;86;Mulheres;60 a 64
3510153;2021;93;Mulheres;60 a 64
3510203;2021;1.142;Mulheres;60 a 64
3510302;2021;416;Mulheres;60 a 64
3510401;2021;1.296;Mulheres;60 a 64
3510500;2021;2.886;Mulheres;60 a 64
3510609;2021;10.002;Mulheres;60 a 64
3510708;2021;393;Mulheres;60 a 64
3510807;2021;783;Mulheres;60 a 64
3510906;2021;71;Mulheres;60 a 64
3511003;2021;546;Mulheres;60 a 64
3511102;2021;3.652;Mulheres;60 a 64
3511201;2021;202;Mulheres;60 a 64
3511300;2021;251;Mulheres;60 a 64
3511409;2021;495;Mulheres;60 a 64
3511508;2021;1.266;Mulheres;60 a 64
3511607;2021;375;Mulheres;60 a 64
3511706;2021;402;Mulheres;60 a 64
3511904;2021;184;Mulheres;60 a 64
3512001;2021;521;Mulheres;60 a 64
3512100;2021;151;Mulheres;60 a 64
3512209;2021;631;Mulheres;60 a 64
3512308;2021;473;Mulheres;60 a 64
3512407;2021;602;Mulheres;60 a 64
3512506;2021;166;Mulheres;60 a 64
3512605;2021;144;Mulheres;60 a 64
3512704;2021;99;Mulheres;60 a 64
3512803;2021;1.647;Mulheres;60 a 64
3512902;2021;233;Mulheres;60 a 64
3513009;2021;5.745;Mulheres;60 a 64
3513108;2021;941;Mulheres;60 a 64
3513207;2021;241;Mulheres;60 a 64
3513306;2021;76;Mulheres;60 a 64
3513405;2021;2.389;Mulheres;60 a 64
3513504;2021;3.182;Mulheres;60 a 64
3513603;2021;609;Mulheres;60 a 64
3513702;2021;977;Mulheres;60 a 64
3513801;2021;9.906;Mulheres;60 a 64
3513850;2021;50;Mulheres;60 a 64
3513900;2021;353;Mulheres;60 a 64
3514007;2021;178;Mulheres;60 a 64
3514106;2021;647;Mulheres;60 a 64
3514205;2021;65;Mulheres;60 a 64
