"﻿Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
Variável - Rendimento médio da produção (Quilogramas por Hectare),,,,,,,,,,,,,,,,,,,,,,
Cód.,Município,Ano x Produto das lavouras temporárias,,,,,,,,,,,,,,,,,,,,
Cód.,Município,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cód.,Município,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar,Cana-de-açúcar
3556453,Vargem Grande Paulista (SP),...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,...,...,...
3556503,Várzea Paulista (SP),-,-,50000,50000,50000,52000,50000,50000,50000,-,80000,...,-,...,...,...,...,...,...,...,...
3556602,Vera Cruz (SP),-,-,-,-,-,-,-,-,-,...,-,-,-,-,-,-,-,-,-,-,-
3556701,Vinhedo (SP),-,-,-,-,-,-,-,-,-,...,-,-,-,-,-,-,-,-,-,-,-
3556800,Viradouro (SP),90000,90322,84615,90383,91000,93442,90000,90000,85000,86000,80000,65000,80000,80000,64000,75000,80000,80000,75000,80000,80000
3556909,Vista Alegre do Alto (SP),100000,100000,102857,100000,90000,89396,76500,76000,89761,80000,80000,80000,90000,100000,82000,99540,96000,90000,95000,90000,87000
3556958,Vitória Brasil (SP),-,-,80000,58344,80000,99328,140000,119259,90000,86190,125000,110000,95000,95000,90000,100000,100000,100000,100000,85000,100000
3557006,Votorantim (SP),-,70000,70000,70000,70000,69531,80000,69000,69531,-,-,-,-,-,-,-,-,-,-,-,-
3557105,Votuporanga (SP),-,-,-,-,80000,71799,90000,90000,90000,90000,86931,50000,90000,77332,70000,70000,70000,75000,75000,70000,70000
3557154,Zacarias (SP),-,-,-,-,100000,99329,120000,120000,122663,120000,100000,88240,88000,83016,70000,80000,80000,80000,80000,80000,80000
3557204,Chavantes (SP),150000,80000,70000,70000,70000,79474,80000,79450,80000,80000,80000,80000,80000,80000,80000,75000,100000,90000,85000,80000,78960
3557303,Estiva Gerbi (SP),81111,80000,80000,80000,80000,79463,80000,67000,67000,67000,80000,80000,80000,85000,72250,70000,90000,90000,45000,77500,100000
Fonte: IBGE - Produção Agrícola Municipal,,,,,,,,,,,,,,,,,,,,,,
"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",,,,,,,,,,,,,,,,,,,,,,
