CD_MUN;Município;value;YEAR;AET;NDVI;NPP;SOIL;TMIN;TMMX;PR
3544707;Sagres (SP);75000;2000;753;5131;3964;140;165;290;92
3544806;Sales (SP);75000;2000;714;4837;5800;265;162;289;95
3544905;Sales Oliveira (SP);80000;2000;673;5091;7194;373;162;278;126
3545100;Salmourão (SP);80000;2000;709;5628;4300;169;161;287;92
3545159;Saltinho (SP);70000;2000;642;5362;9022;190;148;264;95
3545209;Salto (SP);60000;2000;671;5101;9500;221;148;259;101
3545407;Salto Grande (SP);70000;2000;818;4996;5490;169;151;277;94
3545506;Sandovalina (SP);;2000;814;5113;3419;127;169;289;92
3545605;Santa Adélia (SP);75000;2000;688;5471;6841;316;163;287;102
3545704;Santa Albertina (SP);;2000;684;4593;4035;282;166;294;103
3545803;Santa Bárbara d'Oeste (SP);75000;2000;645;5013;8846;200;148;265;100
3546207;Santa Cruz da Conceição (SP);70000;2000;669;5655;8006;293;151;268;109
3546256;Santa Cruz da Esperança (SP);70000;2000;701;5548;8496;384;156;280;119
3546306;Santa Cruz das Palmeiras (SP);85000;2000;672;5880;8915;378;155;276;108
3546405;Santa Cruz do Rio Pardo (SP);90000;2000;819;5201;7077;243;146;274;103
3546504;Santa Ernestina (SP);80000;2000;670;5028;7388;315;157;278;108
3546702;Santa Gertrudes (SP);72000;2000;650;5023;8555;247;147;264;104
3546900;Santa Lúcia (SP);70000;2000;683;5058;7759;319;154;273;109
3547007;Santa Maria da Serra (SP);80000;2000;702;5130;8957;261;150;268;104
3547106;Santa Mercedes (SP);;2000;707;5206;3381;199;172;295;88
3547205;Santana da Ponte Pensa (SP);;2000;677;5411;4105;233;163;291;99
3547502;Santa Rita do Passa Quatro (SP);75000;2000;696;6114;9196;344;153;274;115
3547601;Santa Rosa de Viterbo (SP);70000;2000;695;5699;8533;389;152;275;116
3547650;Santa Salete (SP);;2000;672;5412;4149;236;163;291;98
3547700;Santo Anastácio (SP);60000;2000;778;5215;2700;116;172;293;89
3547908;Santo Antônio da Alegria (SP);80000;2000;677;5820;9535;448;147;260;122
3548005;Santo Antônio de Posse (SP);82000;2000;661;5562;9095;332;143;262;105
3548054;Santo Antônio do Aracanguá (SP);90000;2000;689;4946;4211;204;164;292;94
3548302;Santo Expedito (SP);70000;2000;741;5383;3321;140;171;295;90
3548401;Santópolis do Aguapeí (SP);90000;2000;723;5149;4498;176;158;285;95
3548906;São Carlos (SP);75000;2000;700;5646;8561;329;149;262;112
3549102;São João da Boa Vista (SP);100000;2000;700;5996;9635;435;141;263;120
3549201;São João das Duas Pontes (SP);;2000;690;5303;4231;240;165;293;98
3549250;São João de Iracema (SP);70000;2000;696;5493;4189;225;165;293;97
3549409;São Joaquim da Barra (SP);90000;2000;654;5084;6709;390;164;279;128
3549508;São José da Bela Vista (SP);100000;2000;656;5200;7612;386;161;266;130
3549607;São José do Barreiro (SP);50000;2000;707;7253;17336;564;109;228;124
3549706;São José do Rio Pardo (SP);70000;2000;681;6017;9968;502;143;264;116
3549805;São José do Rio Preto (SP);80000;2000;691;4817;5506;339;165;293;102
3550001;São Luiz do Paraitinga (SP);;2000;691;6965;15934;421;121;229;121
3550100;São Manuel (SP);90000;2000;729;5124;8576;265;144;267;102
3550407;São Pedro (SP);60000;2000;681;5661;9613;259;147;264;106
3550506;São Pedro do Turvo (SP);75000;2000;815;5439;6498;223;147;274;99
3550605;São Roque (SP);;2000;689;6609;14756;375;124;228;114
3550803;São Sebastião da Grama (SP);;2000;695;6521;9968;484;129;247;128
3550902;São Simão (SP);62941;2000;710;5646;8850;352;153;277;118
3551207;Sarutaiá (SP);;2000;816;5695;8581;254;134;259;99
3551306;Sebastianópolis do Sul (SP);60000;2000;705;5385;4916;270;165;294;99
3551405;Serra Azul (SP);56000;2000;709;5321;8255;364;156;280;120
3551504;Serrana (SP);80000;2000;710;5177;7912;368;158;283;122
3551603;Serra Negra (SP);60000;2000;680;6141;10970;347;129;248;114
3551702;Sertãozinho (SP);82000;2000;682;5079;6848;347;163;286;117
3551900;Severínia (SP);70000;2000;682;5806;6695;401;166;292;107
3552007;Silveiras (SP);;2000;713;6668;15227;515;122;243;115
3552106;Socorro (SP);80000;2000;693;5917;12013;354;127;244;118
3552205;Sorocaba (SP);80000;2000;669;4959;10685;228;140;248;100
3552304;Sud Mennucci (SP);75000;2000;686;5043;4104;194;165;292;95
3552403;Sumaré (SP);60000;2000;655;4438;8496;234;149;265;102
3552551;Suzanápolis (SP);99889;2000;707;5175;4103;200;166;292;99
3552601;Tabapuã (SP);70000;2000;692;5462;6434;358;166;291;104
3552700;Tabatinga (SP);85000;2000;691;5553;6515;285;158;280;103
3552908;Taciba (SP);60000;2000;813;5378;4561;137;168;288;93
3553005;Taguaí (SP);;2000;832;5614;8538;259;144;266;97
3553104;Taiaçu (SP);95000;2000;678;5568;6548;377;163;286;107
3553203;Taiúva (SP);70000;2000;674;5299;6686;379;161;283;108
3553302;Tambaú (SP);80000;2000;681;5702;8505;417;152;273;112
3553401;Tanabi (SP);75000;2000;688;5316;5268;312;166;295;102
3553609;Tapiratiba (SP);80000;2000;674;6160;10074;537;139;259;120
3553658;Taquaral (SP);90000;2000;675;5644;6758;387;162;283;109
3553708;Taquaritinga (SP);80000;2000;679;5304;7053;317;160;282;106
3553807;Taquarituba (SP);60000;2000;817;5100;7718;285;141;263;94
3553906;Tarabai (SP);;2000;806;5292;3533;117;170;290;91
3553955;Tarumã (SP);93000;2000;808;5131;5330;146;158;280;92
3554003;Tatuí (SP);80000;2000;670;4881;9424;183;142;254;93
3554201;Tejupá (SP);;2000;821;5570;8435;279;139;263;98
3554300;Teodoro Sampaio (SP);70000;2000;833;5949;3694;145;165;287;93
3554409;Terra Roxa (SP);80000;2000;659;5162;6287;415;168;290;109
3554508;Tietê (SP);99337;2000;645;5377;9100;175;149;264;93
3554607;Timburi (SP);;2000;832;5886;8680;235;139;264;100
3554706;Torrinha (SP);69926;2000;690;5610;8882;274;139;255;107
3554755;Trabiju (SP);70000;2000;690;5460;8519;291;154;273;104
3555000;Tupã (SP);;2000;760;5079;4352;157;155;282;96
3555109;Tupi Paulista (SP);;2000;704;5222;3360;179;169;292;89
3555208;Turiúba (SP);;2000;703;5229;4691;227;163;291;96
3555307;Turmalina (SP);70000;2000;675;5414;4206;292;164;292;101
3555356;Ubarana (SP);80000;2000;709;4714;4993;253;162;290;94
3555604;Uchoa (SP);78555;2000;691;5314;5912;343;165;291;101
3555703;União Paulista (SP);100000;2000;696;5222;4974;252;164;292;95
3555802;Urânia (SP);;2000;671;5341;4064;249;163;291;98
3555901;Uru (SP);;2000;726;4513;6054;260;157;283;97
3556008;Urupês (SP);80000;2000;697;5574;6017;289;164;291;97
3556107;Valentim Gentil (SP);70000;2000;695;5366;4776;265;165;294;99
3556305;Valparaíso (SP);85119;2000;684;5394;4092;196;162;287;93
3556404;Vargem Grande do Sul (SP);91000;2000;689;5742;9105;453;144;265;115
3556800;Viradouro (SP);90000;2000;663;5209;6651;402;166;289;109
3556909;Vista Alegre do Alto (SP);100000;2000;679;5286;6674;357;163;286;106
3556958;Vitória Brasil (SP);;2000;674;5149;4332;270;162;290;100
3557105;Votuporanga (SP);;2000;704;5238;4785;277;166;294;100
3557154;Zacarias (SP);;2000;709;4200;4565;230;162;290;94
3557204;Chavantes (SP);150000;2000;836;5402;6625;217;148;274;101
3557303;Estiva Gerbi (SP);81111;2000;673;5472;8634;388;146;268;111
3500105;Adamantina (SP);80000;2001;837;5174;3182;166;167;292;104
3500204;Adolfo (SP);80000;2001;797;4080;4168;255;164;292;101
3500303;Aguaí (SP);;2001;769;5614;7765;399;153;275;110
3500550;Águas de Santa Bárbara (SP);;2001;840;5388;8352;246;146;274;107
3500709;Agudos (SP);70000;2001;817;5969;8446;248;149;277;103
3500758;Alambari (SP);;2001;741;5634;11538;181;144;254;97
3500907;Altair (SP);75000;2001;815;5609;3551;412;170;298;112
3501004;Altinópolis (SP);75000;2001;774;5740;6973;411;156;270;124
3501103;Alto Alegre (SP);;2001;810;5165;4183;205;157;284;104
3501152;Alumínio (SP);;2001;741;6061;12731;310;133;238;113
3501202;Álvares Florence (SP);;2001;825;5103;2487;296;168;297;108
3501608;Americana (SP);75000;2001;730;4394;7553;246;152;270;104
3501707;Américo Brasiliense (SP);80000;2001;761;5098;6406;322;156;274;113
3501806;Américo de Campos (SP);;2001;820;5195;2661;308;169;298;107
3501905;Amparo (SP);90000;2001;758;6169;9980;327;138;255;109
3502002;Analândia (SP);85000;2001;748;5999;7685;303;147;259;113
3502101;Andradina (SP);80000;2001;857;5327;2185;218;170;294;111
3502200;Angatuba (SP);;2001;795;5884;12009;260;144;262;106
3502309;Anhembi (SP);60000;2001;769;5340;9099;243;154;273;105
3502408;Anhumas (SP);;2001;869;5431;3993;120;177;293;103
3502606;Aparecida d'Oeste (SP);;2001;820;5422;1956;192;166;293;111
3502804;Araçatuba (SP);71820;2001;811;4832;3356;200;164;291;106
3502903;Araçoiaba da Serra (SP);70000;2001;730;5298;10656;201;143;251;96
3503000;Aramina (SP);70000;2001;801;4920;5324;403;167;287;127
3503109;Arandu (SP);;2001;835;4259;9249;256;147;274;103
3503158;Arapeí (SP);;2001;805;6767;15086;569;136;254;127
3503208;Araraquara (SP);70000;2001;758;5380;6741;314;155;272;112
3503307;Araras (SP);77931;2001;742;5642;7874;297;150;268;109
3503356;Arco-Íris (SP);;2001;827;4941;3856;169;160;287;106
3503406;Arealva (SP);80000;2001;779;5418;5600;224;158;284;95
3503505;Areias (SP);;2001;799;6507;14334;569;124;244;131
3503604;Areiópolis (SP);90000;2001;795;5289;7594;261;148;272;108
3503703;Ariranha (SP);70000;2001;780;5293;5239;342;165;289;108
3503802;Artur Nogueira (SP);75000;2001;739;5425;7884;308;148;267;106
3503950;Aspásia (SP);;2001;815;5280;1518;249;163;292;110
3504008;Assis (SP);88698;2001;858;5294;5518;160;157;281;102
3504107;Atibaia (SP);;2001;734;6182;11619;334;134;242;111
3504206;Auriflama (SP);;2001;807;5417;1984;205;165;293;108
3504305;Avaí (SP);70000;2001;810;5607;6192;238;155;283;101
3504404;Avanhandava (SP);;2001;811;5127;4487;251;159;287;106
3504503;Avaré (SP);84285;2001;823;5218;10306;291;141;269;106
3504602;Bady Bassitt (SP);;2001;784;5309;3645;301;166;293;104
3504701;Balbinos (SP);;2001;805;4968;5128;251;157;284;103
3504800;Bálsamo (SP);60000;2001;802;5467;3390;313;165;293;110
3504909;Bananal (SP);72000;2001;802;7156;15926;573;129;247;128
3505104;Barbosa (SP);80000;2001;807;4751;3891;244;164;292;103
3505203;Bariri (SP);70000;2001;775;5254;5544;252;159;282;102
3505302;Barra Bonita (SP);90000;2001;788;5048;7127;252;152;274;107
3505500;Barretos (SP);90000;2001;815;5260;4059;449;170;296;115
3505609;Barrinha (SP);80000;2001;770;5095;5681;339;164;287;115
3505807;Bastos (SP);80000;2001;864;5375;3922;149;164;290;108
3505906;Batatais (SP);75000;2001;774;5112;5898;390;158;266;127
3506003;Bauru (SP);70000;2001;798;5331;6329;233;156;284;98
3506102;Bebedouro (SP);87906;2001;781;5446;4758;405;167;290;113
3506201;Bento de Abreu (SP);78461;2001;816;5210;3429;189;163;289;106
3506300;Bernardino de Campos (SP);80000;2001;881;5320;8427;238;148;275;113
3506409;Bilac (SP);100000;2001;808;5170;3616;197;159;286;107
3506508;Birigui (SP);70000;2001;805;5060;3616;206;162;289;106
3506706;Boa Esperança do Sul (SP);80000;2001;770;5723;6219;282;158;279;109
3506805;Bocaina (SP);81000;2001;768;5747;6006;267;156;277;107
3507001;Boituva (SP);80000;2001;724;5056;9639;186;147;259;98
3507209;Borá (SP);70000;2001;855;5421;4570;154;159;285;105
3507308;Boracéia (SP);67500;2001;782;4796;5994;241;158;283;99
3507407;Borborema (SP);80000;2001;799;5034;5121;266;163;289;104
3507456;Borebi (SP);70000;2001;810;6488;10264;264;144;272;103
3507506;Botucatu (SP);70000;2001;790;5572;10270;274;143;265;109
3507605;Bragança Paulista (SP);;2001;753;5843;11099;331;133;244;113
3507704;Braúna (SP);64268;2001;810;5165;3894;205;157;284;107
3507753;Brejo Alegre (SP);;2001;804;4408;3656;217;163;291;105
3507803;Brodowski (SP);65000;2001;790;5340;5911;381;159;277;126
3507902;Brotas (SP);82000;2001;751;5870;8064;295;147;261;112
3508108;Buritama (SP);80000;2001;800;4942;2926;218;165;293;106
3508207;Buritizal (SP);75000;2001;781;5463;5677;388;162;272;129
3508306;Cabrália Paulista (SP);;2001;831;5669;7310;238;150;279;106
3508405;Cabreúva (SP);70000;2001;733;6717;14057;305;135;243;109
3508504;Caçapava (SP);60000;2001;750;5907;12310;345;150;256;107
3508702;Caconde (SP);90000;2001;761;6037;10064;540;139;259;124
3508801;Cafelândia (SP);80000;2001;818;5178;4923;252;157;285;106
3508900;Caiabu (SP);75004;2001;872;5406;3318;133;176;298;103
3509106;Caiuá (SP);70000;2001;876;5143;2542;151;180;299;104
3509304;Cajobi (SP);79993;2001;787;5636;4813;385;169;294;111
3509403;Cajuru (SP);70000;2001;781;5837;7138;418;153;273;120
3509452;Campina do Monte Alegre (SP);;2001;799;5605;11618;259;145;260;106
3509502;Campinas (SP);75000;2001;748;4982;9734;279;148;265;106
3509809;Campos Novos Paulista (SP);75000;2001;845;5151;5965;197;152;280;99
3510005;Cândido Mota (SP);80000;2001;850;4880;5582;143;162;285;99
3510104;Cândido Rodrigues (SP);90000;2001;770;5362;5220;329;164;287;109
3510153;Canitar (SP);40000;2001;897;4921;6456;204;156;282;113
3510302;Capela do Alto (SP);70000;2001;731;5280;10543;183;145;255;96
3510401;Capivari (SP);84003;2001;716;5348;8022;166;151;266;99
3510708;Cardoso (SP);;2001;824;4807;2511;321;171;300;108
3510807;Casa Branca (SP);80000;2001;767;5639;8257;431;154;276;106
3510906;Cássia dos Coqueiros (SP);70000;2001;761;5940;8581;462;143;257;123
3511003;Castilho (SP);80000;2001;877;5346;1975;238;176;298;111
3511102;Catanduva (SP);67888;2001;801;5206;4993;331;167;291;108
3511201;Catiguá (SP);70000;2001;799;5112;4840;333;166;292;107
3511300;Cedral (SP);80000;2001;788;5400;3905;332;166;293;106
3511409;Cerqueira César (SP);100000;2001;829;5112;9166;242;144;272;103
3511508;Cerquilho (SP);80000;2001;725;5123;9132;184;150;264;98
3511607;Cesário Lange (SP);81081;2001;732;4981;9480;189;148;262;100
3511706;Charqueada (SP);70000;2001;741;5356;7534;252;152;269;109
3511904;Clementina (SP);100000;2001;817;5210;3805;191;159;286;107
3512001;Colina (SP);90000;2001;786;5422;4807;421;168;292;112
3512100;Colômbia (SP);97000;2001;858;5069;3538;471;170;300;123
3512209;Conchal (SP);80000;2001;750;5432;7969;333;150;269;108
3512308;Conchas (SP);60000;2001;754;5767;9757;209;154;272;101
3512407;Cordeirópolis (SP);60000;2001;726;5323;7590;260;148;265;106
3512506;Coroados (SP);70000;2001;802;4990;4166;212;159;287;106
3512704;Corumbataí (SP);80000;2001;743;6010;7905;282;151;266;111
3512803;Cosmópolis (SP);;2001;735;5213;7715;282;150;269;105
3512902;Cosmorama (SP);;2001;820;5322;2563;298;168;297;108
3513108;Cravinhos (SP);75000;2001;801;5175;6269;346;157;280;122
3513207;Cristais Paulista (SP);;2001;781;5737;6563;384;158;257;130
3513306;Cruzália (SP);100000;2001;867;4444;4671;159;171;288;106
3513405;Cruzeiro (SP);40000;2001;814;6525;14866;585;137;262;127
3513702;Descalvado (SP);80000;2001;764;5754;7010;321;155;271;114
3513850;Dirce Reis (SP);;2001;810;5358;1696;213;166;294;108
3514007;Dobrada (SP);72000;2001;756;5111;6004;305;159;279;112
3514106;Dois Córregos (SP);75000;2001;765;5130;7220;268;148;267;110
3514205;Dolcinópolis (SP);;2001;818;5158;1910;280;164;293;110
3514304;Dourado (SP);80000;2001;764;5904;7023;287;154;272;109
3514403;Dracena (SP);;2001;868;5262;2381;166;173;297;106
3514502;Duartina (SP);;2001;826;5525;6751;236;151;279;105
3514601;Dumont (SP);80000;2001;778;5069;5504;334;161;284;118
3514700;Echaporã (SP);74000;2001;845;5587;5773;180;153;280;100
3514908;Elias Fausto (SP);69214;2001;726;5261;8233;190;151;265;100
3514924;Elisiário (SP);70000;2001;797;5569;4905;314;167;292;105
3514957;Embaúba (SP);78200;2001;789;5517;4815;372;169;294;110
3515129;Emilianópolis (SP);;2001;873;5209;2871;141;177;300;103
3515152;Engenheiro Coelho (SP);70000;2001;739;5571;7762;309;148;267;107
3515186;Espírito Santo do Pinhal (SP);60000;2001;776;6264;8590;401;141;263;121
3515194;Espírito Santo do Turvo (SP);75000;2001;855;4971;7153;243;152;280;110
3515202;Estrela d'Oeste (SP);80000;2001;821;5401;2032;264;164;292;110
3515301;Estrela do Norte (SP);30000;2001;864;5483;3711;126;177;293;102
3515350;Euclides da Cunha Paulista (SP);60000;2001;864;5055;3173;158;172;291;100
3515509;Fernandópolis (SP);83988;2001;827;5192;2391;274;165;293;111
3515608;Fernando Prestes (SP);100000;2001;771;5476;5173;329;165;288;108
3515806;Flora Rica (SP);70000;2001;864;5160;2868;153;173;298;105
3515905;Floreal (SP);;2001;809;5312;2554;232;165;293;110
3516002;Flórida Paulista (SP);70000;2001;843;5258;2896;168;168;292;104
3516101;Florínea (SP);87500;2001;857;4549;5517;153;170;287;102
3516200;Franca (SP);80000;2001;785;5349;6672;391;158;254;130
3516507;Gabriel Monteiro (SP);89804;2001;819;5191;3697;191;160;287;108
3516804;Gastão Vidigal (SP);;2001;801;5266;2806;220;166;294;109
3516853;Gavião Peixoto (SP);70000;2001;766;5693;5873;289;159;279;111
3516903;General Salgado (SP);64021;2001;807;5416;2239;212;165;293;109
3517000;Getulina (SP);80000;2001;815;5096;4491;189;156;283;102
3517109;Glicério (SP);75000;2001;804;4664;4120;220;161;289;105
3517208;Guaiçara (SP);70000;2001;819;5094;4358;260;158;286;106
3517307;Guaimbê (SP);;2001;824;5142;4650;202;154;281;105
3517406;Guaíra (SP);80000;2001;834;4750;4023;457;171;296;122
3517505;Guapiaçu (SP);80000;2001;795;5221;3895;371;168;295;110
3517703;Guará (SP);80000;2001;774;4746;5217;389;167;279;127
3517802;Guaraçaí (SP);100000;2001;840;5656;2239;201;167;291;105
3517901;Guaraci (SP);95000;2001;841;4706;3851;438;172;301;118
3518008;Guarani d'Oeste (SP);75000;2001;820;5078;2568;301;165;293;110
3518107;Guarantã (SP);;2001;825;5239;5300;226;154;282;105
3518206;Guararapes (SP);81838;2001;813;5300;3484;192;162;289;107
3518503;Guareí (SP);82644;2001;762;5723;11887;224;142;258;106
3518602;Guariba (SP);80000;2001;755;5004;6027;323;160;281;112
3518859;Guatapará (SP);80000;2001;774;5366;6167;319;160;282;115
3518909;Guzolândia (SP);65000;2001;809;5279;1972;199;165;292;109
3519006;Herculândia (SP);;2001;825;4874;4183;155;157;284;105
3519055;Holambra (SP);80000;2001;744;5538;8206;312;149;267;106
3519071;Hortolândia (SP);60000;2001;738;3927;8257;243;153;269;105
3519105;Iacanga (SP);70000;2001;795;5280;5371;232;160;286;99
3519204;Iacri (SP);55343;2001;845;5055;3848;169;161;288;110
3519253;Iaras (SP);;2001;822;5464;8612;263;145;274;104
3519303;Ibaté (SP);80000;2001;762;5549;6895;334;152;264;114
3519402;Ibirá (SP);75000;2001;787;5673;3878;311;168;294;104
3519501;Ibirarema (SP);80000;2001;855;4733;5799;159;157;283;99
3519600;Ibitinga (SP);60000;2001;789;5170;5011;256;162;286;102
3519808;Icém (SP);90002;2001;829;4854;3121;409;172;302;114
3519907;Iepê (SP);80000;2001;880;4863;4948;164;172;289;111
3520004;Igaraçu do Tietê (SP);90000;2001;790;5381;7442;251;153;277;107
3520103;Igarapava (SP);75000;2001;795;5221;5778;388;165;283;126
3520442;Ilha Solteira (SP);;2001;860;4391;2577;239;169;295;115
3520509;Indaiatuba (SP);;2001;741;5220;9225;240;150;263;105
3520608;Indiana (SP);;2001;876;5514;3402;129;178;296;103
3520707;Indiaporã (SP);;2001;824;4699;2395;323;168;297;110
3520806;Inúbia Paulista (SP);90000;2001;852;5734;3315;149;166;291;105
3520905;Ipaussu (SP);75000;2001;891;5455;7951;236;149;276;115
3521002;Iperó (SP);70000;2001;729;5837;11521;194;144;254;99
3521101;Ipeúna (SP);90000;2001;738;5818;8042;265;150;266;110
3521150;Ipiguá (SP);75000;2001;802;5352;3197;351;168;297;111
3521309;Ipuã (SP);80000;2001;795;4310;4061;410;168;288;124
3521408;Iracemápolis (SP);90000;2001;722;5466;7775;225;150;267;104
3521507;Irapuã (SP);80000;2001;785;5611;4188;273;165;292;101
3521606;Irapuru (SP);;2001;852;5220;2612;171;169;293;106
3521804;Itaí (SP);83333;2001;848;4890;9224;306;147;269;104
3521903;Itajobi (SP);75000;2001;790;5357;5158;292;165;290;104
3522000;Itaju (SP);80000;2001;783;5044;5226;245;161;285;100
3522307;Itapetininga (SP);63333;2001;771;5663;11619;226;141;252;103
3522406;Itapeva (SP);70000;2001;841;5911;12782;350;138;252;114
3522604;Itapira (SP);72000;2001;763;5895;9547;362;143;263;113
3522703;Itápolis (SP);80000;2001;781;5534;4987;283;163;287;105
3522901;Itapuí (SP);90000;2001;783;5039;6443;251;156;280;102
3523008;Itapura (SP);;2001;878;5135;2346;265;173;297;116
3523404;Itatiba (SP);;2001;738;5766;10084;303;137;249;110
3523503;Itatinga (SP);;2001;807;6042;12449;290;141;264;108
3523602;Itirapina (SP);81641;2001;744;5936;8422;291;144;256;113
3523701;Itirapuã (SP);;2001;769;6065;8466;414;153;255;127
3523800;Itobi (SP);80000;2001;772;5812;8652;471;146;267;114
3523909;Itu (SP);70000;2001;741;5763;11178;246;145;254;105
3524006;Itupeva (SP);70000;2001;736;5844;10342;281;144;255;106
3524105;Ituverava (SP);80000;2001;786;4776;4786;396;167;281;127
